Name	Currency
BUCKLE INC/THE	USD
FINISH LINE/THE - CL A	USD
GENESCO INC	USD
RENT-A-CENTER INC	USD
HIBBETT SPORTS INC	USD
BARNES & NOBLE INC	USD
BARNES & NOBLE EDUCATION INC	USD
PIER 1 IMPORTS INC	USD
LANDS' END INC	USD
GNC HOLDINGS INC-CL A	USD
FTD COS INC	USD
COMCAST CORP-CLASS A	USD
WALT DISNEY CO/THE	USD
TIME WARNER INC	USD
CHARTER COMMUNICATIONS INC-A	USD
TWENTY-FIRST CENTURY FOX-A	USD
CBS CORP-CLASS B NON VOTING	USD
TWENTY-FIRST CENTURY FOX - B	USD
OMNICOM GROUP	USD
VIACOM INC-CLASS B	USD
DISH NETWORK CORP-A	USD
LIBERTY BROADBAND-C	USD
INTERPUBLIC GROUP OF COS INC	USD
SIRIUS XM HOLDINGS INC	USD
LIBERTY MEDIA COR-SIRIUSXM C	USD
SCRIPPS NETWORKS INTER-CL A	USD
LIBERTY MEDIA CORP-LIBERTY-C	USD
NEWS CORP - CLASS A	USD
LIVE NATION ENTERTAINMENT IN	USD
DISCOVERY INC-C	USD
NEXSTAR MEDIA GROUP INC-CL A	USD
MADISON SQUARE GARDEN CO- A	USD
CINEMARK HOLDINGS INC	USD
TRIBUNE MEDIA CO - A	USD
CABLE ONE INC	USD
LIBERTY MEDIA COR-SIRIUSXM A	USD
TEGNA INC	USD
REGAL ENTERTAINMENT GROUP-A	USD
LIBERTY BROADBAND-A	USD
SINCLAIR BROADCAST GROUP -A	USD
LIONS GATE ENTERTAINMENT-B	USD
WILEY (JOHN) & SONS-CLASS A	USD
AMC NETWORKS INC-A	USD
DISCOVERY INC - A	USD
MEREDITH CORP	USD
NEW YORK TIMES CO-A	USD
NEWS CORP - CLASS B	USD
TIME INC	USD
LIONS GATE ENTERTAINMENT-A	USD
GCI LIBERTY INC-CLASS A	USD
GANNETT CO INC	USD
SCHOLASTIC CORP	USD
MSG NETWORKS INC- A	USD
EW SCRIPPS CO/THE-A	USD
LIBERTY MEDIA CORP-LIBERTY-A	USD
NEW MEDIA INVESTMENT GROUP	USD
LIBERTY MEDIA CORP-BRAVES C	USD
LORAL SPACE & COMMUNICATIONS	USD
NATIONAL CINEMEDIA INC	USD
LIBERTY MEDIA CORP-BRAVES A	USD
ENTERCOM COMMUNICATIONS-CL A	USD
MCDONALD'S CORP	USD
STARBUCKS CORP	USD
MARRIOTT INTERNATIONAL -CL A	USD
YUM! BRANDS INC	USD
CARNIVAL CORP	USD
LAS VEGAS SANDS CORP	USD
ROYAL CARIBBEAN CRUISES LTD	USD
HILTON WORLDWIDE HOLDINGS IN	USD
MGM RESORTS INTERNATIONAL	USD
WYNN RESORTS LTD	USD
CARNIVAL PLC	GBp
DARDEN RESTAURANTS INC	USD
WYNDHAM WORLDWIDE CORP	USD
ARAMARK	USD
NORWEGIAN CRUISE LINE HOLDIN	USD
DOMINO'S PIZZA INC	USD
VAIL RESORTS INC	USD
CHIPOTLE MEXICAN GRILL INC	USD
SERVICEMASTER GLOBAL HOLDING	USD
SERVICE CORP INTERNATIONAL	USD
DUNKIN' BRANDS GROUP INC	USD
BRIGHT HORIZONS FAMILY SOLUT	USD
H&R BLOCK INC	USD
SIX FLAGS ENTERTAINMENT CORP	USD
GRAND CANYON EDUCATION INC	USD
EXTENDED STAY AMERICA INC	USD
TEXAS ROADHOUSE INC	USD
HYATT HOTELS CORP - CL A	USD
CRACKER BARREL OLD COUNTRY	USD
CHURCHILL DOWNS INC	USD
WENDY'S CO/THE	USD
SCIENTIFIC GAMES CORP	USD
INTERNATIONAL GAME TECHNOLOG	USD
HILTON GRAND VACATIONS INC	USD
JACK IN THE BOX INC	USD
ILG INC	USD
MARRIOTT VACATIONS WORLD	USD
PLANET FITNESS INC - CL A	USD
ADTALEM GLOBAL EDUCATION INC	USD
BOYD GAMING CORP	USD
BRINKER INTERNATIONAL INC	USD
PENN NATIONAL GAMING INC	USD
BUFFALO WILD WINGS INC	USD
GRAHAM HOLDINGS CO-CLASS B	USD
RED ROCK RESORTS INC-CLASS A	USD
CHOICE HOTELS INTL INC	USD
SOTHEBY'S	USD
DAVE & BUSTER'S ENTERTAINMEN	USD
CHEESECAKE FACTORY INC/THE	USD
CAESARS ENTERTAINMENT CORP	USD
BLOOMIN' BRANDS INC	USD
PINNACLE ENTERTAINMENT INC	USD
PAPA JOHN'S INTL INC	USD
LA QUINTA HOLDINGS INC	USD
ELDORADO RESORTS INC	USD
WEIGHT WATCHERS INTL INC	USD
SONIC CORP	USD
INTL SPEEDWAY CORP-CL A	USD
HOUGHTON MIFFLIN HARCOURT CO	USD
CAPELLA EDUCATION CO	USD
STRAYER EDUCATION INC	USD
RED ROBIN GOURMET BURGERS	USD
SEAWORLD ENTERTAINMENT INC	USD
DINE BRANDS GLOBAL INC	USD
BJ'S RESTAURANTS INC	USD
REGIS CORP	USD
FIESTA RESTAURANT GROUP	USD
SPEEDWAY MOTORSPORTS INC	USD
NIKE INC -CL B	USD
VF CORP	USD
DR HORTON INC	USD
MOHAWK INDUSTRIES INC	USD
NEWELL BRANDS INC	USD
TAPESTRY INC	USD
WHIRLPOOL CORP	USD
LENNAR CORP-A	USD
NVR INC	USD
PVH CORP	USD
HASBRO INC	USD
PULTEGROUP INC	USD
HANESBRANDS INC	USD
POLARIS INDUSTRIES INC	USD
TOLL BROTHERS INC	USD
LEGGETT & PLATT INC	USD
RALPH LAUREN CORP	USD
SAMSONITE INTERNATIONAL SA	HKD
MATTEL INC	USD
CARTER'S INC	USD
SKECHERS USA INC-CL A	USD
BRUNSWICK CORP	USD
CALATLANTIC GROUP INC	USD
UNDER ARMOUR INC-CLASS C	USD
TUPPERWARE BRANDS CORP	USD
TEMPUR SEALY INTERNATIONAL I	USD
WOLVERINE WORLD WIDE INC	USD
HELEN OF TROY LTD	USD
TRI POINTE GROUP INC	USD
TOPBUILD CORP	USD
STEVEN MADDEN LTD	USD
COLUMBIA SPORTSWEAR CO	USD
KB HOME	USD
DECKERS OUTDOOR CORP	USD
UNDER ARMOUR INC-CLASS A	USD
IROBOT CORP	USD
TAYLOR MORRISON HOME CORP-A	USD
MERITAGE HOMES CORP	USD
INSTALLED BUILDING PRODUCTS	USD
LA-Z-BOY INC	USD
CALLAWAY GOLF COMPANY	USD
G-III APPAREL GROUP LTD	USD
CROCS INC	USD
MDC HOLDINGS INC	USD
OXFORD INDUSTRIES INC	USD
STURM RUGER & CO INC	USD
GOPRO INC-CLASS A	USD
VISTA OUTDOOR INC	USD
ETHAN ALLEN INTERIORS INC	USD
AMERICAN OUTDOOR BRANDS CORP	USD
FOSSIL GROUP INC	USD
GENERAL MOTORS CO	USD
FORD MOTOR CO	USD
TESLA INC	USD
LEAR CORP	USD
BORGWARNER INC	USD
HARLEY-DAVIDSON INC	USD
GOODYEAR TIRE & RUBBER CO	USD
ADIENT PLC	USD
THOR INDUSTRIES INC	USD
GENTEX CORP	USD
DANA INC	USD
VISTEON CORP	USD
LCI INDUSTRIES	USD
TENNECO INC	USD
COOPER-STANDARD HOLDING	USD
NEXTEER AUTOMOTIVE GROUP LTD	HKD
COOPER TIRE & RUBBER	USD
WINNEBAGO INDUSTRIES	USD
AMERICAN AXLE & MFG HOLDINGS	USD
DORMAN PRODUCTS INC	USD
GENTHERM INC	USD
MODINE MANUFACTURING CO	USD
SUPERIOR INDUSTRIES INTL	USD
BOEING CO/THE	USD
GENERAL ELECTRIC CO	USD
3M CO	USD
HONEYWELL INTERNATIONAL INC	USD
UNITED TECHNOLOGIES CORP	USD
CATERPILLAR INC	USD
LOCKHEED MARTIN CORP	USD
RAYTHEON COMPANY	USD
GENERAL DYNAMICS CORP	USD
ILLINOIS TOOL WORKS	USD
DEERE & CO	USD
NORTHROP GRUMMAN CORP	USD
EMERSON ELECTRIC CO	USD
JOHNSON CONTROLS INTERNATION	USD
EATON CORP PLC	USD
CUMMINS INC	USD
PARKER HANNIFIN CORP	USD
ROPER TECHNOLOGIES INC	USD
STANLEY BLACK & DECKER INC	USD
ROCKWELL AUTOMATION INC	USD
PACCAR INC	USD
INGERSOLL-RAND PLC	USD
FORTIVE CORP	USD
ROCKWELL COLLINS INC	USD
HARRIS CORP	USD
AMETEK INC	USD
FASTENAL CO	USD
DOVER CORP	USD
L3 TECHNOLOGIES INC	USD
TEXTRON INC	USD
MASCO CORP	USD
UNITED RENTALS INC	USD
TRANSDIGM GROUP INC	USD
XYLEM INC	USD
WW GRAINGER INC	USD
ARCONIC INC	USD
SPIRIT AEROSYSTEMS HOLD-CL A	USD
SNAP-ON INC	USD
HUNTINGTON INGALLS INDUSTRIE	USD
FORTUNE BRANDS HOME & SECURI	USD
IDEX CORP	USD
OWENS CORNING	USD
SMITH (A.O.) CORP	USD
NORDSON CORP	USD
HD SUPPLY HOLDINGS INC	USD
LENNOX INTERNATIONAL INC	USD
JACOBS ENGINEERING GROUP INC	USD
GRACO INC	USD
MIDDLEBY CORP	USD
ACUITY BRANDS INC	USD
ORBITAL ATK INC	USD
HUBBELL INC	USD
WABTEC CORP	USD
FLUOR CORP	USD
TORO CO	USD
WABCO HOLDINGS INC	USD
CARLISLE COS INC	USD
OSHKOSH CORP	USD
DONALDSON CO INC	USD
TELEDYNE TECHNOLOGIES INC	USD
CURTISS-WRIGHT CORP	USD
ALLISON TRANSMISSION HOLDING	USD
AECOM	USD
TRINITY INDUSTRIES INC	USD
FLOWSERVE CORP	USD
QUANTA SERVICES INC	USD
EMCOR GROUP INC	USD
HEXCEL CORP	USD
ITT INC	USD
LINCOLN ELECTRIC HOLDINGS	USD
BWX TECHNOLOGIES INC	USD
WATSCO INC	USD
CRANE CO	USD
AIR LEASE CORP	USD
AGCO CORP	USD
TEREX CORP	USD
MSC INDUSTRIAL DIRECT CO-A	USD
BEACON ROOFING SUPPLY INC	USD
WOODWARD INC	USD
COLFAX CORP	USD
KENNAMETAL INC	USD
JOHN BEAN TECHNOLOGIES CORP	USD
KLX INC	USD
VALMONT INDUSTRIES	USD
MASTEC INC	USD
WESCO INTERNATIONAL INC	USD
USG CORP	USD
MAXAR TECHNOLOGIES LTD	CAD
REGAL BELOIT CORP	USD
TREX COMPANY INC	USD
TIMKEN CO	USD
HEICO CORP-CLASS A	USD
ENERSYS	USD
UNIVAR INC	USD
BARNES GROUP INC	USD
DYCOM INDUSTRIES INC	USD
REXNORD CORP	USD
GENERAC HOLDINGS INC	USD
WELBILT INC	USD
KBR INC	USD
ARMSTRONG WORLD INDUSTRIES	USD
HILLENBRAND INC	USD
MOOG INC-CLASS A	USD
HEICO CORP	USD
JELD-WEN HOLDING INC	USD
RBC BEARINGS INC	USD
WATTS WATER TECHNOLOGIES-A	USD
GRANITE CONSTRUCTION INC	USD
APPLIED INDUSTRIAL TECH INC	USD
SITEONE LANDSCAPE SUPPLY INC	USD
MUELLER INDUSTRIES INC	USD
ENPRO INDUSTRIES INC	USD
MERCURY SYSTEMS INC	USD
GATX CORP	USD
PROTO LABS INC	USD
SIMPSON MANUFACTURING CO INC	USD
UNIVERSAL FOREST PRODUCTS	USD
MUELLER WATER PRODUCTS INC-A	USD
NAVISTAR INTERNATIONAL CORP	USD
ESTERLINE TECHNOLOGIES CORP	USD
BUILDERS FIRSTSOURCE INC	USD
AMERICAN WOODMARK CORP	USD
FRANKLIN ELECTRIC CO INC	USD
MERITOR INC	USD
MASONITE INTERNATIONAL CORP	USD
GREENBRIER COMPANIES INC	USD
AEROJET ROCKETDYNE HOLDINGS	USD
ALBANY INTL CORP-CL A	USD
AXON ENTERPRISE INC	USD
SPX FLOW INC	USD
COMFORT SYSTEMS USA INC	USD
H&E EQUIPMENT SERVICES INC	USD
HARSCO CORP	USD
TENNANT CO	USD
AAON INC	USD
AAR CORP	USD
RUSH ENTERPRISES INC-CL A	USD
GENERAL CABLE CORP	USD
ACTUANT CORP-A	USD
KAMAN CORP	USD
RELIANCE WORLDWIDE CORP LTD	AUD
MRC GLOBAL INC	USD
SPX CORP	USD
ASTEC INDUSTRIES INC	USD
HERC HOLDINGS INC	USD
STANDEX INTERNATIONAL CORP	USD
ESCO TECHNOLOGIES INC	USD
TRIUMPH GROUP INC	USD
TRIMAS CORP	USD
MANITOWOC COMPANY INC	USD
AZZ INC	USD
AEROVIRONMENT INC	USD
PRIMORIS SERVICES CORP	USD
AIRCASTLE LTD	USD
CUBIC CORP	USD
RAVEN INDUSTRIES INC	USD
HYSTER-YALE MATERIALS	USD
NOW INC	USD
TUTOR PERINI CORP	USD
BIZLINK HOLDING INC	TWD
APOGEE ENTERPRISES INC	USD
CHART INDUSTRIES INC	USD
FEDERAL SIGNAL CORP	USD
GIBRALTAR INDUSTRIES INC	USD
CIRCOR INTERNATIONAL INC	USD
BRIGGS & STRATTON	USD
LINDSAY CORP	USD
ENCORE WIRE CORP	USD
ADVANCED DRAINAGE SYSTEMS IN	USD
AEGION CORP	USD
QUANEX BUILDING PRODUCTS	USD
NATIONAL PRESTO INDS INC	USD
GRIFFON CORP	USD
ENGILITY HOLDINGS INC	USD
WESCO AIRCRAFT HOLDINGS INC	USD
ARMSTRONG FLOORING INC	USD
BABCOCK & WILCOX ENTERPR	USD
VERITIV CORP	USD
AMERICAN RAILCAR INDUSTRIES	USD
UNION PACIFIC CORP	USD
UNITED PARCEL SERVICE-CL B	USD
FEDEX CORP	USD
CSX CORP	USD
NORFOLK SOUTHERN CORP	USD
C.H. ROBINSON WORLDWIDE INC	USD
EXPEDITORS INTL WASH INC	USD
KANSAS CITY SOUTHERN	USD
XPO LOGISTICS INC	USD
DELTA AIR LINES INC	USD
HUNT (JB) TRANSPRT SVCS INC	USD
SOUTHWEST AIRLINES CO	USD
OLD DOMINION FREIGHT LINE	USD
AMERICAN AIRLINES GROUP INC	USD
KNIGHT-SWIFT TRANSPORTATION	USD
GENESEE & WYOMING INC-CL A	USD
UNITED CONTINENTAL HOLDINGS	USD
MACQUARIE INFRASTRUCTURE COR	USD
RYDER SYSTEM INC	USD
LANDSTAR SYSTEM INC	USD
KIRBY CORP	USD
AVIS BUDGET GROUP INC	USD
ALASKA AIR GROUP INC	USD
SAIA INC	USD
AMERCO	USD
JETBLUE AIRWAYS CORP	USD
FORWARD AIR CORP	USD
WERNER ENTERPRISES INC	USD
HUB GROUP INC-CL A	USD
HERTZ GLOBAL HOLDINGS INC	USD
HEARTLAND EXPRESS INC	USD
SPIRIT AIRLINES INC	USD
HAWAIIAN HOLDINGS INC	USD
ALLEGIANT TRAVEL CO	USD
MATSON INC	USD
ATLAS AIR WORLDWIDE HOLDINGS	USD
WASTE MANAGEMENT INC	USD
WASTE CONNECTIONS INC	CAD
REPUBLIC SERVICES INC	USD
VERISK ANALYTICS INC	USD
EQUIFAX INC	USD
CINTAS CORP	USD
NIELSEN HOLDINGS PLC	USD
COSTAR GROUP INC	USD
COPART INC	USD
MANPOWERGROUP INC	USD
TRANSUNION	USD
KAR AUCTION SERVICES INC	USD
ROBERT HALF INTL INC	USD
STERICYCLE INC	USD
DUN & BRADSTREET CORP	USD
ROLLINS INC	USD
HEALTHCARE SERVICES GROUP	USD
DELUXE CORP	USD
BRINK'S CO/THE	USD
ASGN INC	USD
CLEAN HARBORS INC	USD
MSA SAFETY INC	USD
TETRA TECH INC	USD
HERMAN MILLER INC	USD
UNIFIRST CORP/MA	USD
KORN/FERRY INTERNATIONAL	USD
INSPERITY INC	USD
WAGEWORKS INC	USD
PITNEY BOWES INC	USD
EXPONENT INC	USD
TRINET GROUP INC	USD
ABM INDUSTRIES INC	USD
HNI CORP	USD
BRADY CORPORATION - CL A	USD
COVANTA HOLDING CORP	USD
MOBILE MINI INC	USD
MATTHEWS INTL CORP-CLASS A	USD
VIAD CORP	USD
FTI CONSULTING INC	USD
TRUEBLUE INC	USD
INTERFACE INC	USD
ACCO BRANDS CORP	USD
STEELCASE INC-CL A	USD
MCGRATH RENTCORP	USD
KNOLL INC	USD
US ECOLOGY INC	USD
HURON CONSULTING GROUP INC	USD
NAVIGANT CONSULTING INC	USD
KELLY SERVICES INC -A	USD
FORRESTER RESEARCH INC	USD
CBIZ INC	USD
RR DONNELLEY & SONS CO	USD
LSC COMMUNICATIONS INC	USD
TEAM INC	USD
ESSENDANT INC	USD
COCA-COLA CO/THE	USD
PEPSICO INC	USD
PHILIP MORRIS INTERNATIONAL	USD
ALTRIA GROUP INC	USD
MONDELEZ INTERNATIONAL INC-A	USD
KRAFT HEINZ CO/THE	USD
CONSTELLATION BRANDS INC-A	USD
GENERAL MILLS INC	USD
MONSTER BEVERAGE CORP	USD
TYSON FOODS INC-CL A	USD
ARCHER-DANIELS-MIDLAND CO	USD
DR PEPPER SNAPPLE GROUP INC	USD
KELLOGG CO	USD
HERSHEY CO/THE	USD
CONAGRA BRANDS INC	USD
MOLSON COORS BREWING CO -B	USD
JM SMUCKER CO/THE	USD
MCCORMICK & CO-NON VTG SHRS	USD
BROWN-FORMAN CORP-CLASS B	USD
INGREDION INC	USD
HORMEL FOODS CORP	USD
BUNGE LTD	USD
CAMPBELL SOUP CO	USD
LAMB WESTON HOLDINGS INC	USD
PINNACLE FOODS INC	USD
POST HOLDINGS INC	USD
SNYDERS-LANCE INC	USD
HAIN CELESTIAL GROUP INC	USD
FLOWERS FOODS INC	USD
BLUE BUFFALO PET PRODUCTS IN	USD
SANDERSON FARMS INC	USD
TREEHOUSE FOODS INC	USD
DARLING INGREDIENTS INC	USD
J & J SNACK FOODS CORP	USD
VECTOR GROUP LTD	USD
LANCASTER COLONY CORP	USD
B&G FOODS INC	USD
BOSTON BEER COMPANY INC-A	USD
BOB EVANS FARMS	USD
PILGRIM'S PRIDE CORP	USD
UNIVERSAL CORP/VA	USD
FRESH DEL MONTE PRODUCE INC	USD
CAL-MAINE FOODS INC	USD
HOSTESS BRANDS INC	USD
NATIONAL BEVERAGE CORP	USD
TOOTSIE ROLL INDS	USD
DEAN FOODS CO	USD
COCA-COLA BOTTLING CO CONSOL	USD
PROCTER & GAMBLE CO/THE	USD
COLGATE-PALMOLIVE CO	USD
KIMBERLY-CLARK CORP	USD
ESTEE LAUDER COMPANIES-CL A	USD
CLOROX COMPANY	USD
CHURCH & DWIGHT CO INC	USD
COTY INC-CL A	USD
HERBALIFE NUTRITION LTD	USD
NU SKIN ENTERPRISES INC - A	USD
EDGEWELL PERSONAL CARE CO	USD
ENERGIZER HOLDINGS INC	USD
SPECTRUM BRANDS HOLDINGS INC	USD
HRG GROUP INC	USD
CENTRAL GARDEN AND PET CO-A	USD
WD-40 CO	USD
USANA HEALTH SCIENCES INC	USD
WALMART INC	USD
COSTCO WHOLESALE CORP	USD
WALGREENS BOOTS ALLIANCE INC	USD
SYSCO CORP	USD
KROGER CO	USD
US FOODS HOLDING CORP	USD
CASEY'S GENERAL STORES INC	USD
SPROUTS FARMERS MARKET INC	USD
UNITED NATURAL FOODS INC	USD
PERFORMANCE FOOD GROUP CO	USD
RITE AID CORP	USD
PRICESMART INC	USD
SPARTANNASH CO	USD
ANDERSONS INC/THE	USD
SUPERVALU INC	USD
WEIS MARKETS INC	USD
EXXON MOBIL CORP	USD
CHEVRON CORP	USD
SCHLUMBERGER LTD	USD
CONOCOPHILLIPS	USD
EOG RESOURCES INC	USD
OCCIDENTAL PETROLEUM CORP	USD
PHILLIPS 66	USD
HALLIBURTON CO	USD
VALERO ENERGY CORP	USD
KINDER MORGAN INC	USD
MARATHON PETROLEUM CORP	USD
ANADARKO PETROLEUM CORP	USD
PIONEER NATURAL RESOURCES CO	USD
WILLIAMS COS INC	USD
CONCHO RESOURCES INC	USD
DEVON ENERGY CORP	USD
ONEOK INC	USD
ANDEAVOR	USD
APACHE CORP	USD
MARATHON OIL CORP	USD
NATIONAL OILWELL VARCO INC	USD
NOBLE ENERGY INC	USD
HESS CORP	USD
BAKER HUGHES A GE CO	USD
CABOT OIL & GAS CORP	USD
EQT CORP	USD
DIAMONDBACK ENERGY INC	USD
CIMAREX ENERGY CO	USD
CHENIERE ENERGY INC	USD
TARGA RESOURCES CORP	USD
HOLLYFRONTIER CORP	USD
HELMERICH & PAYNE	USD
PARSLEY ENERGY INC-CLASS A	USD
NEWFIELD EXPLORATION CO	USD
WPX ENERGY INC	USD
ENERGEN CORP	USD
RSP PERMIAN INC	USD
MURPHY OIL CORP	USD
CONTINENTAL RESOURCES INC/OK	USD
PATTERSON-UTI ENERGY INC	USD
ANTERO RESOURCES CORP	USD
RANGE RESOURCES CORP	USD
CHESAPEAKE ENERGY CORP	USD
PDC ENERGY INC	USD
PBF ENERGY INC-CLASS A	USD
CNX RESOURCES CORP	USD
SOUTHWESTERN ENERGY CO	USD
US SILICA HOLDINGS INC	USD
DELEK US HOLDINGS INC	USD
MATADOR RESOURCES CO	USD
CALLON PETROLEUM CO	USD
OCEANEERING INTL INC	USD
SM ENERGY CO	USD
WHITING PETROLEUM CORP	USD
QEP RESOURCES INC	USD
SRC ENERGY INC	USD
WORLD FUEL SERVICES CORP	USD
ARCH COAL INC - A	USD
SEMGROUP CORP-CLASS A	USD
GULFPORT ENERGY CORP	USD
OASIS PETROLEUM INC	USD
LAREDO PETROLEUM INC	USD
NABORS INDUSTRIES LTD	USD
EXTRACTION OIL & GAS INC	USD
ROWAN COMPANIES PLC-A	USD
CARRIZO OIL & GAS INC	USD
DRIL-QUIP INC	USD
C&J ENERGY SERVICES INC	USD
KOSMOS ENERGY LTD	USD
OIL STATES INTERNATIONAL INC	USD
SUPERIOR ENERGY SERVICES INC	USD
RPC INC	USD
CONSOL ENERGY INC	USD
ARCHROCK INC	USD
HELIX ENERGY SOLUTIONS GROUP	USD
FORUM ENERGY TECHNOLOGIES IN	USD
UNIT CORP	USD
DIAMOND OFFSHORE DRILLING	USD
GREEN PLAINS INC	USD
EXTERRAN CORP	USD
DENBURY RESOURCES INC	USD
FAIRMOUNT SANTROL HOLDINGS I	USD
CVR ENERGY INC	USD
NEWPARK RESOURCES INC	USD
SEACOR HOLDINGS INC	USD
SEACOR MARINE HOLDINGS INC	USD
	
COBALT INTERNATIONAL ENERGY	USD
AMERICAN TOWER CORP	USD
SIMON PROPERTY GROUP INC	USD
CROWN CASTLE INTL CORP	USD
EQUINIX INC	USD
PROLOGIS INC	USD
PUBLIC STORAGE	USD
WEYERHAEUSER CO	USD
AVALONBAY COMMUNITIES INC	USD
WELLTOWER INC	USD
DIGITAL REALTY TRUST INC	USD
EQUITY RESIDENTIAL	USD
VENTAS INC	USD
BOSTON PROPERTIES INC	USD
SBA COMMUNICATIONS CORP	USD
REALTY INCOME CORP	USD
ESSEX PROPERTY TRUST INC	USD
HOST HOTELS & RESORTS INC	USD
GGP INC	USD
VORNADO REALTY TRUST	USD
CBRE GROUP INC - A	USD
HCP INC	USD
MID-AMERICA APARTMENT COMM	USD
ALEXANDRIA REAL ESTATE EQUIT	USD
EXTRA SPACE STORAGE INC	USD
UDR INC	USD
REGENCY CENTERS CORP	USD
IRON MOUNTAIN INC	USD
SL GREEN REALTY CORP	USD
FEDERAL REALTY INVS TRUST	USD
DUKE REALTY CORP	USD
MACERICH CO/THE	USD
CAMDEN PROPERTY TRUST	USD
KIMCO REALTY CORP	USD
VEREIT INC	USD
GAMING AND LEISURE PROPERTIE	USD
WP CAREY INC	USD
EQUITY LIFESTYLE PROPERTIES	USD
SUN COMMUNITIES INC	USD
INVITATION HOMES INC	USD
KILROY REALTY CORP	USD
JONES LANG LASALLE INC	USD
NATIONAL RETAIL PROPERTIES	USD
LIBERTY PROPERTY TRUST	USD
LAMAR ADVERTISING CO-A	USD
APARTMENT INVT & MGMT CO -A	USD
COLONY NORTHSTAR INC-CLASS A	USD
DOUGLAS EMMETT INC	USD
HEALTHCARE TRUST OF AME-CL A	USD
HUDSON PACIFIC PROPERTIES IN	USD
BRIXMOR PROPERTY GROUP INC	USD
FOREST CITY REALTY TRUST- A	USD
AMERICAN CAMPUS COMMUNITIES	USD
DCT INDUSTRIAL TRUST INC	USD
OMEGA HEALTHCARE INVESTORS	USD
AMERICAN HOMES 4 RENT- A	USD
CUBESMART	USD
HIGHWOODS PROPERTIES INC	USD
CYRUSONE INC	USD
HOSPITALITY PROPERTIES TRUST	USD
MEDICAL PROPERTIES TRUST INC	USD
STORE CAPITAL CORP	USD
SENIOR HOUSING PROP TRUST	USD
HOWARD HUGHES CORP/THE	USD
TAUBMAN CENTERS INC	USD
PARK HOTELS & RESORTS INC	USD
APPLE HOSPITALITY REIT INC	USD
EPR PROPERTIES	USD
RAYONIER INC	USD
SPIRIT REALTY CAPITAL INC	USD
GRAMERCY PROPERTY TRUST	USD
WEINGARTEN REALTY INVESTORS	USD
HEALTHCARE REALTY TRUST INC	USD
CORESITE REALTY CORP	USD
LIFE STORAGE INC	USD
COUSINS PROPERTIES INC	USD
RLJ LODGING TRUST	USD
FIRST INDUSTRIAL REALTY TR	USD
SUNSTONE HOTEL INVESTORS INC	USD
EQUITY COMMONWEALTH	USD
REALOGY HOLDINGS CORP	USD
OUTFRONT MEDIA INC	USD
JBG SMITH PROPERTIES	USD
SABRA HEALTH CARE REIT INC	USD
LASALLE HOTEL PROPERTIES	USD
COLUMBIA PROPERTY TRUST INC	USD
PARAMOUNT GROUP INC	USD
BRANDYWINE REALTY TRUST	USD
UNITI GROUP INC	USD
PHYSICIANS REALTY TRUST	USD
RYMAN HOSPITALITY PROPERTIES	USD
RETAIL PROPERTIES OF AME - A	USD
NATL HEALTH INVESTORS INC	USD
EASTGROUP PROPERTIES INC	USD
GEO GROUP INC/THE	USD
CORPORATE OFFICE PROPERTIES	USD
PIEDMONT OFFICE REALTY TRU-A	USD
DDR CORP	USD
DIAMONDROCK HOSPITALITY CO	USD
CORECIVIC INC	USD
EMPIRE STATE REALTY TRUST-A	USD
XENIA HOTELS & RESORTS INC	USD
STAG INDUSTRIAL INC	USD
PS BUSINESS PARKS INC/CA	USD
PEBBLEBROOK HOTEL TRUST	USD
QTS REALTY TRUST INC-CL A	USD
EDUCATION REALTY TRUST INC	USD
URBAN EDGE PROPERTIES	USD
TANGER FACTORY OUTLET CENTER	USD
ACADIA REALTY TRUST	USD
KENNEDY-WILSON HOLDINGS INC	USD
WASHINGTON REIT	USD
HFF INC-CLASS A	USD
LEXINGTON REALTY TRUST	USD
RETAIL OPPORTUNITY INVESTMEN	USD
MACK-CALI REALTY CORP	USD
POTLATCHDELTIC CORP	USD
KITE REALTY GROUP TRUST	USD
REXFORD INDUSTRIAL REALTY IN	USD
TERRENO REALTY CORP	USD
GOVERNMENT PROPERTIES INCOME	USD
CHESAPEAKE LODGING TRUST	USD
LTC PROPERTIES INC	USD
SUMMIT HOTEL PROPERTIES INC	USD
FOUR CORNERS PROPERTY TRUST	USD
GLOBAL NET LEASE INC	USD
AMERICAN ASSETS TRUST INC	USD
SELECT INCOME REIT	USD
WASHINGTON PRIME GROUP INC	USD
PENN REAL ESTATE INVEST TST	USD
QUALITY CARE PROPERTIES	USD
ALEXANDER & BALDWIN REIT HOL	USD
RAMCO-GERSHENSON PROPERTIES	USD
CBL & ASSOCIATES PROPERTIES	USD
UNIVERSAL HEALTH RLTY INCOME	USD
INFRAREIT INC	USD
ST JOE CO/THE	USD
FRANKLIN STREET PROPERTIES C	USD
ALEXANDER'S INC	USD
NORTHSTAR REALTY EUROPE CORP	USD
SAUL CENTERS INC	USD
GETTY REALTY CORP	USD
RMR GROUP INC/THE - A	USD
ASHFORD HOSPITALITY TRUST	USD
ISTAR INC	USD
INVESTORS REAL ESTATE TRUST	USD
NEW SENIOR INVESTMENT GROUP	USD
URSTADT BIDDLE - CLASS A	USD
HERSHA HOSPITALITY TRUST	USD
MARCUS & MILLICHAP INC	USD
FORESTAR GROUP INC	USD
DOWDUPONT INC	USD
MONSANTO CO	USD
PRAXAIR INC	USD
